Date,Name,Year,Letterboxd URI,Rating,Elo,poster,trailer
2022-04-25,The Shawshank Redemption,1994,https://boxd.it/2aHi,5.0,1258.5300926317427,https://a.ltrbxd.com/resized/sm/upload/7l/hn/46/uz/zGINvGjdlO6TJRu9wESQvWlOKVT-0-460-0-690-crop.jpg?v=8736d1c395,https://www.youtube.com/embed/PLl99DlL6b4?autoplay=1&rel=1
2023-02-23,The Hunt,2012,https://boxd.it/3wEC,5.0,1126.053966788181,https://a.ltrbxd.com/resized/film-poster/8/4/0/5/1/84051-the-hunt-0-460-0-690-crop.jpg?v=f1c08cc1a2,https://www.youtube.com/embed/9Umv4CyxTdg?autoplay=1&rel=1
2022-04-25,Gone Girl,2014,https://boxd.it/6hQu,5.0,1121.998036054568,https://a.ltrbxd.com/resized/film-poster/1/4/9/8/5/7/149857-gone-girl-0-460-0-690-crop.jpg?v=09a7c91f68,https://www.youtube.com/embed/2-_-1nJf8Vg?autoplay=1&rel=1
2022-06-01,WALL·E,2008,https://boxd.it/1VEo,4.0,1109.986779641462,https://a.ltrbxd.com/resized/film-poster/4/5/9/9/4/45994-walle-0-460-0-690-crop.jpg?v=ad27f0ceac,https://www.youtube.com/embed/Tbr_L9Gap_M?autoplay=1&rel=1
2022-04-25,American History X,1998,https://boxd.it/2bdo,4.5,1109.824561655167,https://a.ltrbxd.com/resized/sm/upload/ob/wg/lb/jd/w16MygFtasBBVfCJZQwsuwyKksc-0-460-0-690-crop.jpg?v=96eb689ac7,https://www.youtube.com/embed/ZVAfE5cT59c?autoplay=1&rel=1
2022-06-01,The Green Mile,1999,https://boxd.it/2agG,4.0,1107.750196528575,https://a.ltrbxd.com/resized/film-poster/5/1/6/1/3/51613-the-green-mile-0-460-0-690-crop.jpg?v=fff3d0bd1f,https://www.youtube.com/embed/Bg7epsq0OIQ?autoplay=1&rel=1
2022-04-25,Eighth Grade,2018,https://boxd.it/hDMG,5.0,1096.3183530491945,https://a.ltrbxd.com/resized/film-poster/4/2/0/4/5/1/420451-eighth-grade-0-460-0-690-crop.jpg?v=28fed1cb5d,https://www.youtube.com/embed/y8lFgF_IjPw?autoplay=1&rel=1
2022-06-01,Django Unchained,2012,https://boxd.it/2cCk,4.5,1095.9174748803578,https://a.ltrbxd.com/resized/film-poster/5/2/5/1/6/52516-django-unchained-0-460-0-690-crop.jpg?v=f02aed63a3,https://www.youtube.com/embed/_iH0UBYDI4g?autoplay=1&rel=1
2022-04-25,The Departed,2006,https://boxd.it/28MA,4.5,1086.938596262415,https://a.ltrbxd.com/resized/sm/upload/jr/th/pu/pb/laefkgrfa3oKwvBtWTBtf2suiI4-0-460-0-690-crop.jpg?v=f5d8231026,https://www.youtube.com/embed/ggs6Ip97vRU?autoplay=1&rel=1
2022-09-20,Get Out,2017,https://boxd.it/eOCm,4.0,1086.0759276350386,https://a.ltrbxd.com/resized/film-poster/3/5/3/1/1/7/353117-get-out-0-460-0-690-crop.jpg?v=136acec030,https://www.youtube.com/embed/sRfnevzM9kQ?autoplay=1&rel=1
2022-04-25,The Pianist,2002,https://boxd.it/2aqc,2.5,1085.1473544521375,https://a.ltrbxd.com/resized/film-poster/5/1/6/7/2/51672-the-pianist-0-460-0-690-crop.jpg?v=3eee5ac018,https://www.youtube.com/embed/BFwGqLa_oAo?autoplay=1&rel=1
2022-06-01,Blade Runner 2049,2017,https://boxd.it/b8wK,4.5,1085.1339364104874,https://a.ltrbxd.com/resized/film-poster/2/6/5/4/3/9/265439-blade-runner-2049-0-460-0-690-crop.jpg?v=86735e0bb8,https://www.youtube.com/embed/geFtxCSz8xI?autoplay=1&rel=1
2023-06-15,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/azpY,4.5,1084.7814751987155,https://a.ltrbxd.com/resized/film-poster/2/5/1/9/4/3/251943-spider-man-into-the-spider-verse-0-460-0-690-crop.jpg?v=538fe0ada6,https://www.youtube.com/embed/tg52up16eq0?autoplay=1&rel=1
2022-09-20,Spider-Man 2,2004,https://boxd.it/2a88,4.0,1083.1266363123796,https://a.ltrbxd.com/resized/sm/upload/pq/mi/kb/ck/7JtMVM58MnzxWeyubzLpXBiVnDC-0-460-0-690-crop.jpg?v=c5f2675b28,https://www.youtube.com/embed/3jBFwltrxJw?autoplay=1&rel=1
2022-07-19,A Beautiful Day in the Neighborhood,2019,https://boxd.it/i7vA,4.0,1081.4832376433676,https://a.ltrbxd.com/resized/film-poster/4/3/1/8/7/7/431877-a-beautiful-day-in-the-neighborhood-0-460-0-690-crop.jpg?v=80d455b968,https://www.youtube.com/embed/eTWP0NwHuhc?autoplay=1&rel=1
2022-06-06,Donnie Darko,2001,https://boxd.it/2b2A,4.5,1081.450023173558,https://a.ltrbxd.com/resized/sm/upload/ye/jq/f3/22/nmb4QhCRmdfNP6rgb81yUFgI83l-0-460-0-690-crop.jpg?v=caa3999c6f,https://www.youtube.com/embed/bzLn8sYeM9o?autoplay=1&rel=1
2022-09-20,Kung Fu Panda,2008,https://boxd.it/1Yws,4.0,1081.3391335731233,https://a.ltrbxd.com/resized/sm/upload/wn/0t/9w/2v/mk3UyyaLyXhgIhmLji25OUPXvGR-0-460-0-690-crop.jpg?v=ad94029f2c,https://www.youtube.com/embed/TD0YUZw_oHY?autoplay=1&rel=1
2022-04-25,Parasite,2019,https://boxd.it/hTha,4.5,1080.7765165482376,https://a.ltrbxd.com/resized/film-poster/4/2/6/4/0/6/426406-parasite-0-460-0-690-crop.jpg?v=8f5653f710,https://www.youtube.com/embed/tBfgTZsBeFM?autoplay=1&rel=1
2022-08-31,Inglourious Basterds,2009,https://boxd.it/1JzG,4.0,1078.8781516298934,https://a.ltrbxd.com/resized/film-poster/4/1/3/5/2/41352-inglourious-basterds-0-460-0-690-crop.jpg?v=0c74c673e0,https://www.youtube.com/embed/sE8hc4gVyGo?autoplay=1&rel=1
2022-09-20,Léon: The Professional,1994,https://boxd.it/2b8S,4.5,1076.9871193617382,https://a.ltrbxd.com/resized/sm/upload/6x/vq/25/fy/gE8S02QUOhVnAmYu4tcrBlMTujz-0-460-0-690-crop.jpg?v=f72423fa1f,https://www.youtube.com/embed/PuTe6i8A3Ug?autoplay=1&rel=1
2023-04-05,The Father,2020,https://boxd.it/m8Ie,4.0,1074.82269319466,https://a.ltrbxd.com/resized/film-poster/5/2/7/6/7/1/527671-the-father-0-460-0-690-crop.jpg?v=f343edeeb2,https://www.youtube.com/embed/g0ox9ExOA1M?autoplay=1&rel=1
2022-06-01,Perfect Blue,1997,https://boxd.it/1W7A,4.0,1073.7033823383413,https://a.ltrbxd.com/resized/film-poster/4/6/1/7/5/46175-perfect-blue-0-460-0-690-crop.jpg?v=1ed5878cce,https://www.youtube.com/embed/C1e1bT0Xjvw?autoplay=1&rel=1
2022-06-01,Her,2013,https://boxd.it/4O24,4.5,1073.512990366714,https://a.ltrbxd.com/resized/sm/upload/au/nb/i6/lq/fsoTLnUXEUTNuVCBxAJMY0HPPd-0-460-0-690-crop.jpg?v=16789732be,https://www.youtube.com/embed/ne6p6MfLBxc?autoplay=1&rel=1
2023-06-15,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/kSz4,4.5,1073.4141431794992,https://a.ltrbxd.com/resized/film-poster/4/9/7/6/3/1/497631-spider-man-across-the-spider-verse-0-460-0-690-crop.jpg?v=f2acbf1b8a,https://www.youtube.com/embed/yFrxzaBLDQM?autoplay=1&rel=1
2022-09-20,Captain America: Civil War,2016,https://boxd.it/89Ja,4.0,1072.73045764915,https://a.ltrbxd.com/resized/film-poster/1/9/4/4/0/2/194402-captain-america-civil-war-0-460-0-690-crop.jpg?v=06d3eb3f8a,https://www.youtube.com/embed/dKrVegVI0Us?autoplay=1&rel=1
2023-05-03,Another Round,2020,https://boxd.it/lkba,4.0,1072.2261144010736,https://a.ltrbxd.com/resized/film-poster/5/0/8/2/4/6/508246-another-round-0-460-0-690-crop.jpg?v=6227862b11,https://www.youtube.com/embed/xlwAgvn1e5E?autoplay=1&rel=1
2022-04-25,2001: A Space Odyssey,1968,https://boxd.it/2bf0,3.0,1071.9608865557968,https://a.ltrbxd.com/resized/sm/upload/fe/jp/49/l9/eDiexVN4nO3ZdDZCDMiJOX5fQ5r-0-460-0-690-crop.jpg?v=ef7fa718a0,https://www.youtube.com/embed/oR_e9y-bka0?autoplay=1&rel=1
2022-06-06,Kill Bill: Vol. 2,2004,https://boxd.it/2au4,4.0,1071.8494253620536,https://a.ltrbxd.com/resized/sm/upload/ka/7q/dh/8m/bxbX4sHZHcy81dnNs4VAVs7HXDL-0-460-0-690-crop.jpg?v=52e9a07730,https://www.youtube.com/embed/WTt8cCIvGYI?autoplay=1&rel=1
2022-09-20,Megamind,2010,https://boxd.it/16Sk,4.0,1071.802945223988,https://a.ltrbxd.com/resized/film-poster/2/6/4/7/6/26476-megamind-0-460-0-690-crop.jpg?v=d1296fb9f9,https://www.youtube.com/embed/6CJUQr4Vs40?autoplay=1&rel=1
2022-12-08,Tinker Tailor Soldier Spy,2011,https://boxd.it/FRY,4.0,1071.6967072928348,https://a.ltrbxd.com/resized/film-poster/1/6/0/9/5/16095-tinker-tailor-soldier-spy-0-460-0-690-crop.jpg?v=cb2329c405,https://www.youtube.com/embed/VW-F1H-Nonk?autoplay=1&rel=1
2022-04-25,Fight Club,1999,https://boxd.it/2a9q,4.0,1071.5456659416834,https://a.ltrbxd.com/resized/film-poster/5/1/5/6/8/51568-fight-club-0-460-0-690-crop.jpg?v=768b32dfa4,https://www.youtube.com/embed/6JnN1DmbqoU?autoplay=1&rel=1
2022-09-20,Shrek 2,2004,https://boxd.it/29z8,3.0,1071.065461151883,https://a.ltrbxd.com/resized/sm/upload/g4/4m/0c/6s/rD8SvOTCCJ2VIpIV7GUwUKD1Kzc-0-460-0-690-crop.jpg?v=e780d1b7d3,https://www.youtube.com/embed/xBgSfhp5Fxo?autoplay=1&rel=1
2023-06-30,The Godfather,1972,https://boxd.it/2aNK,4.0,1070.808886218274,https://a.ltrbxd.com/resized/film-poster/5/1/8/1/8/51818-the-godfather-0-460-0-690-crop.jpg?v=bca8b67402,https://www.youtube.com/embed/1x0GpEZnwa8?autoplay=1&rel=1
2022-09-20,Star Wars: Episode III - Revenge of the Sith,2005,https://boxd.it/27US,4.0,1070.6588610243564,https://a.ltrbxd.com/resized/film-poster/5/0/7/0/9/50709-star-wars-episode-iii-revenge-of-the-sith-0-460-0-690-crop.jpg?v=cdb8caab10,https://www.youtube.com/embed/5UnjrG_N8hU?autoplay=1&rel=1
2022-06-06,Dune,2021,https://boxd.it/fA7G,3.0,1070.635674983043,https://a.ltrbxd.com/resized/sm/upload/nx/8b/vs/gc/cDbNAY0KM84cxXhmj8f0dLWza3t-0-460-0-690-crop.jpg?v=49eed12751,https://www.youtube.com/embed/Cltyas8Lt2A?autoplay=1&rel=1
2022-04-25,Whiplash,2014,https://boxd.it/7bQA,4.5,1070.0034075046965,https://a.ltrbxd.com/resized/sm/upload/cl/dn/kr/f1/4C9LHDxMsoYI0S3iMPZdm3Oevwo-0-460-0-690-crop.jpg?v=d13ea36528,https://www.youtube.com/embed/Df1xkYYbYrY?autoplay=1&rel=1
2023-03-20,Oldboy,2003,https://boxd.it/29R2,4.0,1069.952637100799,https://a.ltrbxd.com/resized/film-poster/5/1/4/5/4/51454-oldboy-0-460-0-690-crop.jpg?v=4ddc1e2372,https://www.youtube.com/embed/tAaBkFChaRg?autoplay=1&rel=1
2023-05-12,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/fVNI,3.0,1069.84308939527,https://a.ltrbxd.com/resized/film-poster/3/7/9/7/1/1/379711-guardians-of-the-galaxy-volume-3-0-460-0-690-crop.jpg?v=bd023e472c,https://www.youtube.com/embed/AAE5VZktooM?autoplay=1&rel=1
2022-06-01,Klaus,2019,https://boxd.it/ipoi,4.5,1069.6621917099842,https://a.ltrbxd.com/resized/film-poster/4/3/8/7/5/1/438751-klaus-0-460-0-690-crop.jpg?v=f935de3efa,https://www.youtube.com/embed/taE3PwurhYM?autoplay=1&rel=1
2023-04-30,There Will Be Blood,2007,https://boxd.it/20Z2,4.5,1069.3024277251182,https://a.ltrbxd.com/resized/sm/upload/jg/cd/7y/f5/there%20will%20be%20blood-0-460-0-690-crop.jpg?v=8a533d5350,https://www.youtube.com/embed/0FIm5ATyAY0?autoplay=1&rel=1
2022-06-06,The Wolf of Wall Street,2013,https://boxd.it/3C1m,4.0,1068.6863349823116,https://a.ltrbxd.com/resized/film-poster/8/6/1/1/4/86114-the-wolf-of-wall-street-0-460-0-690-crop.jpg?v=9fd1891260,https://www.youtube.com/embed/Slj4-Sv-YNA?autoplay=1&rel=1
2022-09-30,Primal Fear,1996,https://boxd.it/28ws,3.5,1067.3944684414123,https://a.ltrbxd.com/resized/film-poster/5/0/9/4/2/50942-primal-fear-0-460-0-690-crop.jpg?v=8e664558ef,https://www.youtube.com/embed/PnmTi7hSjrA?autoplay=1&rel=1
2022-09-20,X-Men: Days of Future Past,2014,https://boxd.it/4aRw,4.0,1063.1270150935452,https://a.ltrbxd.com/resized/film-poster/9/9/5/0/7/99507-x-men-days-of-future-past-0-460-0-690-crop.jpg?v=98ca8351c1,https://www.youtube.com/embed/gsjtg7m1MMM?autoplay=1&rel=1
2022-06-06,Return of the Jedi,1983,https://boxd.it/27Vm,4.0,1061.2469854088365,https://a.ltrbxd.com/resized/sm/upload/88/lu/ak/8v/5wDrNqePjb5SOucrWQwiFu340vv-0-460-0-690-crop.jpg?v=acc9d9c27b,https://www.youtube.com/embed/1x4OmSgR714?autoplay=1&rel=1
2023-06-07,John Wick: Chapter 4,2023,https://boxd.it/mh48,3.5,1060.8917841940424,https://a.ltrbxd.com/resized/film-poster/5/3/0/8/8/2/530882-john-wick-chapter-4-0-460-0-690-crop.jpg?v=bc32219057,https://www.youtube.com/embed/yjRHZEUamCc?autoplay=1&rel=1
2022-04-25,Requiem for a Dream,2000,https://boxd.it/29VI,4.0,1060.3096454753909,https://a.ltrbxd.com/resized/sm/upload/lv/4b/f2/zj/muym4jTjdLx7E6as09d1wlC3sOB-0-460-0-690-crop.jpg?v=b4d5a4aa37,https://www.youtube.com/embed/lgo3Hb5vWLE?autoplay=1&rel=1
2022-09-20,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8,4.0,1059.5645927555236,https://a.ltrbxd.com/resized/sm/upload/zz/o0/mz/sv/fyYncUQh5gUTvxmQ4bigm2DVCv7-0-460-0-690-crop.jpg?v=1188bcf4af,https://www.youtube.com/embed/QE7CGX1d6LU?autoplay=1&rel=1
2022-09-20,The Hurt Locker,2008,https://boxd.it/1Soi,3.0,1059.3839145091997,https://a.ltrbxd.com/resized/film-poster/4/4/7/4/1/44741-the-hurt-locker-0-460-0-690-crop.jpg?v=ea165af0c3,https://www.youtube.com/embed/HIoctqfxNYY?autoplay=1&rel=1
2022-09-20,Godzilla,1998,https://boxd.it/29fW,3.0,1059.0164746570724,https://a.ltrbxd.com/resized/film-poster/5/1/2/2/4/51224-godzilla-0-460-0-690-crop.jpg?v=59c9874711,https://www.youtube.com/embed/D4utwfq-iTg?autoplay=1&rel=1
2023-03-20,Black Swan,2010,https://boxd.it/Sw0,4.0,1058.5582736866952,https://a.ltrbxd.com/resized/sm/upload/yt/ae/iz/kj/bIjkE9Og0nulRycj144sCcQcsZ6-0-460-0-690-crop.jpg?v=a571e4c644,https://www.youtube.com/embed/A9ZcOeHWrSc?autoplay=1&rel=1
2022-06-06,The Social Network,2010,https://boxd.it/17ue,4.5,1058.4026797994566,https://a.ltrbxd.com/resized/sm/upload/nw/cm/pa/ai/sGQv3ZMZBDBnl3z42Q0mEQ5uiDe-0-460-0-690-crop.jpg?v=54ee59f7cd,https://www.youtube.com/embed/rxY9fKgK5OQ?autoplay=1&rel=1
2022-04-25,Saving Private Ryan,1998,https://boxd.it/29ro,4.5,1058.336215349026,https://a.ltrbxd.com/resized/sm/upload/hz/fu/r7/y7/35CMz4t7PuUiQqt5h4u5nbrXZlF-0-460-0-690-crop.jpg?v=3a667509e0,https://www.youtube.com/embed/RYExstiQlLc?autoplay=1&rel=1
2022-06-01,The Incredibles,2004,https://boxd.it/1XLm,4.0,1058.321415551109,https://a.ltrbxd.com/resized/film-poster/4/6/8/0/6/46806-the-incredibles-0-460-0-690-crop.jpg?v=dce597a185,https://www.youtube.com/embed/sJCjKQQOqT0?autoplay=1&rel=1
2023-04-17,The Disappearance of Haruhi Suzumiya,2010,https://boxd.it/19Ds,4.5,1058.320974261036,https://a.ltrbxd.com/resized/sm/upload/a4/53/71/d8/tACYRcPFgHFSMVTOcurbAvkoLa8-0-460-0-690-crop.jpg?v=045f9d93dd,https://www.youtube.com/embed/rcUiS0dpTkg?autoplay=1&rel=1
2022-06-01,The Prestige,2006,https://boxd.it/293w,3.5,1057.7592464319066,https://a.ltrbxd.com/resized/film-poster/5/1/1/4/7/51147-the-prestige-0-460-0-690-crop.jpg?v=ad7e891177,https://www.youtube.com/embed/ijXruSzfGEc?autoplay=1&rel=1
2022-09-20,The Road,2009,https://boxd.it/1CWI,4.0,1057.7160309810045,https://a.ltrbxd.com/resized/sm/upload/mc/qb/uk/vv/qLaXnLzqleBWQtjvZ6JGVSaKoC3-0-460-0-690-crop.jpg?v=e37b6df74a,https://www.youtube.com/embed/bO8EqMsxOiU?autoplay=1&rel=1
2022-09-20,A Nightmare on Elm Street,1984,https://boxd.it/2aw0,3.0,1057.5195481989913,https://a.ltrbxd.com/resized/film-poster/5/1/7/0/8/51708-a-nightmare-on-elm-street-0-460-0-690-crop.jpg?v=659352ad1f,https://www.youtube.com/embed/kPpmJ7azGSY?autoplay=1&rel=1
2022-06-01,Coraline,2009,https://boxd.it/1NhQ,4.5,1056.976206016653,https://a.ltrbxd.com/resized/film-poster/4/2/7/7/9/42779-coraline-0-460-0-690-crop.jpg?v=b792483e2a,https://www.youtube.com/embed/txGOUJ5gegc?autoplay=1&rel=1
2022-09-20,The Mask,1994,https://boxd.it/29rS,3.5,1056.1345762710855,https://a.ltrbxd.com/resized/film-poster/5/1/2/9/8/51298-the-mask-0-460-0-690-crop.jpg?v=0b7bc0d127,https://www.youtube.com/embed/lcjN7zkgELM?autoplay=1&rel=1
2022-06-06,Avengers: Infinity War,2018,https://boxd.it/9vEe,3.5,1055.7174045818874,https://a.ltrbxd.com/resized/film-poster/2/2/6/6/6/1/226661-avengers-infinity-war-0-460-0-690-crop.jpg?v=8b35f60c0c,https://www.youtube.com/embed/QwievZ1Tx-8?autoplay=1&rel=1
2022-09-20,Terminator 2: Judgment Day,1991,https://boxd.it/2aGY,4.0,1055.270056283274,https://a.ltrbxd.com/resized/sm/upload/03/67/3s/tc/terminator-2-judgment-day-original-0-460-0-690-crop.jpg?v=12f5752b5c,https://www.youtube.com/embed/DX1Y8e7i6cw?autoplay=1&rel=1
2022-06-01,Kill Bill: Vol. 1,2003,https://boxd.it/70w,5.0,1054.432958689047,https://a.ltrbxd.com/resized/sm/upload/sw/w2/ep/v4/9O50TVszkz0dcP5g6Ej33UhR7vw-0-460-0-690-crop.jpg?v=5a65f5202f,https://www.youtube.com/embed/c_dNIXwrbzY?autoplay=1&rel=1
2022-09-20,Deadpool 2,2018,https://boxd.it/dlLM,3.0,1054.3814486143417,https://a.ltrbxd.com/resized/film-poster/3/1/8/1/9/5/318195-deadpool-2-0-460-0-690-crop.jpg?v=b43b5ab190,https://www.youtube.com/embed/20bpjtCbCz0?autoplay=1&rel=1
2022-09-20,Johnny English,2003,https://boxd.it/1YyI,3.0,1052.437509800587,https://a.ltrbxd.com/resized/sm/upload/oy/el/wz/qk/oSsisFLSeRJJaTX5l13jMqDKpwH-0-460-0-690-crop.jpg?v=281a9b3ca0,https://www.youtube.com/embed/7VlpHnog6rw?autoplay=1&rel=1
2022-09-20,The Avengers,2012,https://boxd.it/1xFW,3.5,1051.4362064411305,https://a.ltrbxd.com/resized/sm/upload/10/u6/42/pa/cezWGskPY5x7GaglTTRN4Fugfb8-0-460-0-690-crop.jpg?v=9ec74891d9,https://www.youtube.com/embed/hIR8Ar-Z4hw?autoplay=1&rel=1
2022-09-20,Flight,2012,https://boxd.it/35Ca,4.5,1050.9446209888483,https://a.ltrbxd.com/resized/sm/upload/je/58/ni/af/8XEbkjgorAm9xk15mF63jqJ4ByV-0-460-0-690-crop.jpg?v=a965b13792,https://www.youtube.com/embed/WmjawuFvDu4?autoplay=1&rel=1
2022-09-20,Saw,2004,https://boxd.it/2aWW,3.5,1050.881983287455,https://a.ltrbxd.com/resized/sm/upload/qd/18/jq/1b/oFl8U5Mzohs6z8mL8KT4Gjoiirm-0-460-0-690-crop.jpg?v=3c58ef6252,https://www.youtube.com/embed/zaANSeQ3La4?autoplay=1&rel=1
2023-03-28,12 Angry Men,1957,https://boxd.it/2auI,5.0,1049.98228045636,https://a.ltrbxd.com/resized/film-poster/5/1/7/0/0/51700-12-angry-men-0-460-0-690-crop.jpg?v=b8aaf291a9,https://www.youtube.com/embed/TEN-2uTi2c0?autoplay=1&rel=1
2022-06-06,The Usual Suspects,1995,https://boxd.it/29XE,4.5,1049.764016934712,https://a.ltrbxd.com/resized/film-poster/5/1/4/9/5/51495-the-usual-suspects-0-460-0-690-crop.jpg?v=c02dce5b81,https://www.youtube.com/embed/z2FNt5nFPY8?autoplay=1&rel=1
